="",="par1corrout",="",="",="",="",=""
="",="UC_{std}^{+}",="PW_{std}^{+}",="CP_{std}",="UC_{std}^{-}",="PW_{std}^{-}",="LA_{std}"
="UC_{std}^{+}",="1.000",=".",=".",=".",=".",="."
="PW_{std}^{+}",="0.044",="1.000",=".",=".",=".",="."
="CP_{std}",="-0.304",="0.268",="1.000",=".",=".",="."
="UC_{std}^{-}",="-0.120",="0.120",="0.034",="1.000",=".",="."
="PW_{std}^{-}",="0.008",="0.294",="0.005",="0.214",="1.000",="."
="LA_{std}",="0.289",="-0.010",="-0.015",="0.016",="-0.038",="1.000"
